MERCADO,CATEGORIA,MARCA,VARIABLES,RY 2023,RY 2024
T. CAM TRADIC.,CONCENTRADOS EN POLVO,ZUKO,Vtas Valor,"$4,799,177","$5,517,601"
T. CAM TRADIC.,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas (MULTI),"245,582,347","239,652,658"
T. CAM TRADIC.,CONCENTRADOS EN POLVO,TANG,Vtas (MULTI),"84,595,152","84,809,894"
T. CAM TRADIC.,CONCENTRADOS EN POLVO,TROPI KUHL,Vtas (MULTI),"10,020,810","11,416,334"
T. CAM TRADIC.,CONCENTRADOS EN POLVO,YA,Vtas (MULTI),"61,115,448","54,831,362"
T. CAM TRADIC.,CONCENTRADOS EN POLVO,YUS TOKI,Vtas (MULTI),"21,341,974","21,024,173"
T. CAM TRADIC.,CONCENTRADOS EN POLVO,ZUKO,Vtas (MULTI),"18,880,464","20,410,288"
T. CAM TRADIC.,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas Unds,"131,363,301","129,907,621"
T. CAM TRADIC.,CONCENTRADOS EN POLVO,TANG,Vtas Unds,"42,342,474","42,451,904"
T. CAM TRADIC.,CONCENTRADOS EN POLVO,TROPI KUHL,Vtas Unds,"4,859,976","5,566,685"
T. CAM TRADIC.,CONCENTRADOS EN POLVO,YA,Vtas Unds,"30,557,724","27,415,681"
T. CAM TRADIC.,CONCENTRADOS EN POLVO,YUS TOKI,Vtas Unds,"10,727,346","11,166,366"
T. CAM TRADIC.,CONCENTRADOS EN POLVO,ZUKO,Vtas Unds,"18,847,848","20,238,245"
T. CAM TRADIC.,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. CAM TRADIC.,CONCENTRADOS EN POLVO,TANG,Part. de Vtas Valor - CATEGORIA,37.0%,38.3%
T. CAM TRADIC.,CONCENTRADOS EN POLVO,TROPI KUHL,Part. de Vtas Valor - CATEGORIA,2.3%,2.4%
T. CAM TRADIC.,CONCENTRADOS EN POLVO,YA,Part. de Vtas Valor - CATEGORIA,21.0%,18.9%
T. CAM TRADIC.,CONCENTRADOS EN POLVO,YUS TOKI,Part. de Vtas Valor - CATEGORIA,10.2%,10.8%
T. CAM TRADIC.,CONCENTRADOS EN POLVO,ZUKO,Part. de Vtas Valor - CATEGORIA,15.9%,17.1%
T. CAM TRADIC.,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. CAM TRADIC.,CONCENTRADOS EN POLVO,TANG,Part. de Vtas (MULTI) - CATEGORIA,34.4%,35.4%
T. CAM TRADIC.,CONCENTRADOS EN POLVO,TROPI KUHL,Part. de Vtas (MULTI) - CATEGORIA,4.1%,4.8%
T. CAM TRADIC.,CONCENTRADOS EN POLVO,YA,Part. de Vtas (MULTI) - CATEGORIA,24.9%,22.9%
T. CAM TRADIC.,CONCENTRADOS EN POLVO,YUS TOKI,Part. de Vtas (MULTI) - CATEGORIA,8.7%,8.8%
T. CAM TRADIC.,CONCENTRADOS EN POLVO,ZUKO,Part. de Vtas (MULTI) - CATEGORIA,7.7%,8.5%
T. CAM TRADIC.,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. CAM TRADIC.,CONCENTRADOS EN POLVO,TANG,Part. de Vtas Unds - CATEGORIA,32.2%,32.7%
T. CAM TRADIC.,CONCENTRADOS EN POLVO,TROPI KUHL,Part. de Vtas Unds - CATEGORIA,3.7%,4.3%
T. CAM TRADIC.,CONCENTRADOS EN POLVO,YA,Part. de Vtas Unds - CATEGORIA,23.3%,21.1%
T. CAM TRADIC.,CONCENTRADOS EN POLVO,YUS TOKI,Part. de Vtas Unds - CATEGORIA,8.2%,8.6%
T. CAM TRADIC.,CONCENTRADOS EN POLVO,ZUKO,Part. de Vtas Unds - CATEGORIA,14.3%,15.6%
T. GUATEMALA,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas Valor,"$14,722,311","$15,810,052"
T. GUATEMALA,CONCENTRADOS EN POLVO,BONTEA,Vtas Valor,"$1,018,623","$1,111,548"
T. GUATEMALA,CONCENTRADOS EN POLVO,TANG,Vtas Valor,"$861,893","$845,996"
T. GUATEMALA,CONCENTRADOS EN POLVO,TOKI,Vtas Valor,"$751,644","$975,777"
T. GUATEMALA,CONCENTRADOS EN POLVO,YA,Vtas Valor,"$4,478,252","$4,562,145"
T. GUATEMALA,CONCENTRADOS EN POLVO,YUS TOKI,Vtas Valor,"$5,140,092","$5,568,163"
T. GUATEMALA,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas (MULTI),"124,062,073","123,127,461"
T. GUATEMALA,CONCENTRADOS EN POLVO,BONTEA,Vtas (MULTI),"7,072,327","7,223,737"
T. GUATEMALA,CONCENTRADOS EN POLVO,TANG,Vtas (MULTI),"5,628,852","5,481,163"
T. GUATEMALA,CONCENTRADOS EN POLVO,TOKI,Vtas (MULTI),"13,308,820","16,715,917"
T. GUATEMALA,CONCENTRADOS EN POLVO,YA,Vtas (MULTI),"44,051,865","43,986,216"
T. GUATEMALA,CONCENTRADOS EN POLVO,YUS TOKI,Vtas (MULTI),"35,698,389","30,387,014"
T. GUATEMALA,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas Unds,"61,664,921","63,208,616"
T. GUATEMALA,CONCENTRADOS EN POLVO,BONTEA,Vtas Unds,"3,457,830","3,524,252"
T. GUATEMALA,CONCENTRADOS EN POLVO,TANG,Vtas Unds,"2,815,068","2,740,808"
T. GUATEMALA,CONCENTRADOS EN POLVO,TOKI,Vtas Unds,"4,886,773","6,436,518"
T. GUATEMALA,CONCENTRADOS EN POLVO,YA,Vtas Unds,"21,496,515","21,603,914"
T. GUATEMALA,CONCENTRADOS EN POLVO,YUS TOKI,Vtas Unds,"18,363,366","18,252,784"
T. GUATEMALA,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. GUATEMALA,CONCENTRADOS EN POLVO,BONTEA,Part. de Vtas Valor - CATEGORIA,6.9%,7.0%
T. GUATEMALA,CONCENTRADOS EN POLVO,TANG,Part. de Vtas Valor - CATEGORIA,5.9%,5.4%
T. GUATEMALA,CONCENTRADOS EN POLVO,TOKI,Part. de Vtas Valor - CATEGORIA,5.1%,6.2%
T. GUATEMALA,CONCENTRADOS EN POLVO,YA,Part. de Vtas Valor - CATEGORIA,30.4%,28.9%
T. GUATEMALA,CONCENTRADOS EN POLVO,YUS TOKI,Part. de Vtas Valor - CATEGORIA,34.9%,35.2%
T. GUATEMALA,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. GUATEMALA,CONCENTRADOS EN POLVO,BONTEA,Part. de Vtas (MULTI) - CATEGORIA,5.7%,5.9%
T. GUATEMALA,CONCENTRADOS EN POLVO,TANG,Part. de Vtas (MULTI) - CATEGORIA,4.5%,4.5%
T. GUATEMALA,CONCENTRADOS EN POLVO,TOKI,Part. de Vtas (MULTI) - CATEGORIA,10.7%,13.6%
T. GUATEMALA,CONCENTRADOS EN POLVO,YA,Part. de Vtas (MULTI) - CATEGORIA,35.5%,35.7%
T. GUATEMALA,CONCENTRADOS EN POLVO,YUS TOKI,Part. de Vtas (MULTI) - CATEGORIA,28.8%,24.7%
T. GUATEMALA,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. GUATEMALA,CONCENTRADOS EN POLVO,BONTEA,Part. de Vtas Unds - CATEGORIA,5.6%,5.6%
T. GUATEMALA,CONCENTRADOS EN POLVO,TANG,Part. de Vtas Unds - CATEGORIA,4.6%,4.3%
T. GUATEMALA,CONCENTRADOS EN POLVO,TOKI,Part. de Vtas Unds - CATEGORIA,7.9%,10.2%
T. GUATEMALA,CONCENTRADOS EN POLVO,YA,Part. de Vtas Unds - CATEGORIA,34.9%,34.2%
T. GUATEMALA,CONCENTRADOS EN POLVO,YUS TOKI,Part. de Vtas Unds - CATEGORIA,29.8%,28.9%
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas Valor,"$6,345,289","$6,755,484"
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,BONTEA,Vtas Valor,"$630,052","$672,476"
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,CLIGHT,Vtas Valor,"$454,019","$487,874"
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,TANG,Vtas Valor,"$766,168","$722,425"
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,YA,Vtas Valor,"$1,327,584","$1,369,923"
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,YUS TOKI,Vtas Valor,"$2,067,612","$2,077,542"
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas (MULTI),"44,337,789","42,103,798"
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,BONTEA,Vtas (MULTI),"4,275,985","4,326,555"
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,CLIGHT,Vtas (MULTI),"1,476,409","1,477,773"
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,TANG,Vtas (MULTI),"4,932,910","4,685,972"
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,YA,Vtas (MULTI),"12,016,295","13,339,979"
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,YUS TOKI,Vtas (MULTI),"14,368,316","9,362,841"
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas Unds,"20,886,841","21,551,304"
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,BONTEA,Vtas Unds,"2,059,659","2,075,661"
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,CLIGHT,Vtas Unds,"738,205","738,886"
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,TANG,Vtas Unds,"2,466,462","2,342,991"
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,YA,Vtas Unds,"5,478,731","6,280,795"
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,YUS TOKI,Vtas Unds,"7,641,971","7,086,418"
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,BONTEA,Part. de Vtas Valor - CATEGORIA,9.9%,10.0%
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,CLIGHT,Part. de Vtas Valor - CATEGORIA,7.2%,7.2%
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,TANG,Part. de Vtas Valor - CATEGORIA,12.1%,10.7%
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,YA,Part. de Vtas Valor - CATEGORIA,20.9%,20.3%
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,YUS TOKI,Part. de Vtas Valor - CATEGORIA,32.6%,30.8%
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,BONTEA,Part. de Vtas (MULTI) - CATEGORIA,9.6%,10.3%
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,CLIGHT,Part. de Vtas (MULTI) - CATEGORIA,3.3%,3.5%
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,TANG,Part. de Vtas (MULTI) - CATEGORIA,11.1%,11.1%
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,YA,Part. de Vtas (MULTI) - CATEGORIA,27.1%,31.7%
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,YUS TOKI,Part. de Vtas (MULTI) - CATEGORIA,32.4%,22.2%
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,BONTEA,Part. de Vtas Unds - CATEGORIA,9.9%,9.6%
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,CLIGHT,Part. de Vtas Unds - CATEGORIA,3.5%,3.4%
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,TANG,Part. de Vtas Unds - CATEGORIA,11.8%,10.9%
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,YA,Part. de Vtas Unds - CATEGORIA,26.2%,29.1%
T. GUATEMALA AUTOSERVICIOS,CONCENTRADOS EN POLVO,YUS TOKI,Part. de Vtas Unds - CATEGORIA,36.6%,32.9%
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas Valor,"$8,377,022","$9,054,568"
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,BONTEA,Vtas Valor,"$388,571","$439,072"
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,TOKI,Vtas Valor,"$525,002","$730,094"
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,TROPI KUHL,Vtas Valor,"$388,325","$440,016"
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,YA,Vtas Valor,"$3,150,667","$3,192,222"
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,YUS TOKI,Vtas Valor,"$3,072,481","$3,490,621"
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas (MULTI),"79,724,284","81,023,663"
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,BONTEA,Vtas (MULTI),"2,796,342","2,897,181"
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,TOKI,Vtas (MULTI),"9,612,264","12,696,667"
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,TROPI KUHL,Vtas (MULTI),"5,714,626","6,752,609"
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,YA,Vtas (MULTI),"32,035,569","30,646,238"
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,YUS TOKI,Vtas (MULTI),"21,330,073","21,024,173"
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas Unds,"40,778,080","41,657,312"
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,BONTEA,Vtas Unds,"1,398,171","1,448,591"
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,TOKI,Vtas Unds,"4,806,132","6,348,334"
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,TROPI KUHL,Vtas Unds,"3,082,506","3,417,000"
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,YA,Vtas Unds,"16,017,785","15,323,119"
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,YUS TOKI,Vtas Unds,"10,721,395","11,166,366"
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,BONTEA,Part. de Vtas Valor - CATEGORIA,4.6%,4.8%
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,TOKI,Part. de Vtas Valor - CATEGORIA,6.3%,8.1%
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,TROPI KUHL,Part. de Vtas Valor - CATEGORIA,4.6%,4.9%
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,YA,Part. de Vtas Valor - CATEGORIA,37.6%,35.3%
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,YUS TOKI,Part. de Vtas Valor - CATEGORIA,36.7%,38.6%
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,BONTEA,Part. de Vtas (MULTI) - CATEGORIA,3.5%,3.6%
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,TOKI,Part. de Vtas (MULTI) - CATEGORIA,12.1%,15.7%
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,TROPI KUHL,Part. de Vtas (MULTI) - CATEGORIA,7.2%,8.3%
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,YA,Part. de Vtas (MULTI) - CATEGORIA,40.2%,37.8%
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,YUS TOKI,Part. de Vtas (MULTI) - CATEGORIA,26.8%,25.9%
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,BONTEA,Part. de Vtas Unds - CATEGORIA,3.4%,3.5%
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,TOKI,Part. de Vtas Unds - CATEGORIA,11.8%,15.2%
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,TROPI KUHL,Part. de Vtas Unds - CATEGORIA,7.6%,8.2%
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,YA,Part. de Vtas Unds - CATEGORIA,39.3%,36.8%
T. GUATEMALA TRADIC.,CONCENTRADOS EN POLVO,YUS TOKI,Part. de Vtas Unds - CATEGORIA,26.3%,26.8%
T. EL SALVADOR,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas Valor,"$7,142,413","$7,112,767"
T. EL SALVADOR,CONCENTRADOS EN POLVO,CLIGHT,Vtas Valor,"$340,386","$413,677"
T. EL SALVADOR,CONCENTRADOS EN POLVO,O.MARCAS,Vtas Valor,"$331,869","$340,463"
T. EL SALVADOR,CONCENTRADOS EN POLVO,TANG,Vtas Valor,"$1,986,502","$2,010,835"
T. EL SALVADOR,CONCENTRADOS EN POLVO,YA,Vtas Valor,"$1,776,620","$1,593,567"
T. EL SALVADOR,CONCENTRADOS EN POLVO,ZUKO,Vtas Valor,"$1,153,649","$1,280,266"
T. EL SALVADOR,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas (MULTI),"49,514,654","43,562,033"
T. EL SALVADOR,CONCENTRADOS EN POLVO,CLIGHT,Vtas (MULTI),"819,311","1,007,220"
T. EL SALVADOR,CONCENTRADOS EN POLVO,O.MARCAS,Vtas (MULTI),"514,009","488,954"
T. EL SALVADOR,CONCENTRADOS EN POLVO,TANG,Vtas (MULTI),"13,527,222","12,504,358"
T. EL SALVADOR,CONCENTRADOS EN POLVO,YA,Vtas (MULTI),"13,367,161","10,836,723"
T. EL SALVADOR,CONCENTRADOS EN POLVO,ZUKO,Vtas (MULTI),"4,039,546","4,226,769"
T. EL SALVADOR,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas Unds,"23,602,744","21,461,993"
T. EL SALVADOR,CONCENTRADOS EN POLVO,CLIGHT,Vtas Unds,"409,656","503,610"
T. EL SALVADOR,CONCENTRADOS EN POLVO,O.MARCAS,Vtas Unds,"228,382","224,338"
T. EL SALVADOR,CONCENTRADOS EN POLVO,TANG,Vtas Unds,"6,763,994","6,252,179"
T. EL SALVADOR,CONCENTRADOS EN POLVO,YA,Vtas Unds,"6,386,246","5,200,608"
T. EL SALVADOR,CONCENTRADOS EN POLVO,ZUKO,Vtas Unds,"4,039,034","4,179,199"
T. EL SALVADOR,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. EL SALVADOR,CONCENTRADOS EN POLVO,CLIGHT,Part. de Vtas Valor - CATEGORIA,4.8%,5.8%
T. EL SALVADOR,CONCENTRADOS EN POLVO,O.MARCAS,Part. de Vtas Valor - CATEGORIA,4.6%,4.8%
T. EL SALVADOR,CONCENTRADOS EN POLVO,TANG,Part. de Vtas Valor - CATEGORIA,27.8%,28.3%
T. EL SALVADOR,CONCENTRADOS EN POLVO,YA,Part. de Vtas Valor - CATEGORIA,24.9%,22.4%
T. EL SALVADOR,CONCENTRADOS EN POLVO,ZUKO,Part. de Vtas Valor - CATEGORIA,16.2%,18.0%
T. EL SALVADOR,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. EL SALVADOR,CONCENTRADOS EN POLVO,CLIGHT,Part. de Vtas (MULTI) - CATEGORIA,1.7%,2.3%
T. EL SALVADOR,CONCENTRADOS EN POLVO,O.MARCAS,Part. de Vtas (MULTI) - CATEGORIA,1.0%,1.1%
T. EL SALVADOR,CONCENTRADOS EN POLVO,TANG,Part. de Vtas (MULTI) - CATEGORIA,27.3%,28.7%
T. EL SALVADOR,CONCENTRADOS EN POLVO,YA,Part. de Vtas (MULTI) - CATEGORIA,27.0%,24.9%
T. EL SALVADOR,CONCENTRADOS EN POLVO,ZUKO,Part. de Vtas (MULTI) - CATEGORIA,8.2%,9.7%
T. EL SALVADOR,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. EL SALVADOR,CONCENTRADOS EN POLVO,CLIGHT,Part. de Vtas Unds - CATEGORIA,1.7%,2.3%
T. EL SALVADOR,CONCENTRADOS EN POLVO,O.MARCAS,Part. de Vtas Unds - CATEGORIA,1.0%,1.0%
T. EL SALVADOR,CONCENTRADOS EN POLVO,TANG,Part. de Vtas Unds - CATEGORIA,28.7%,29.1%
T. EL SALVADOR,CONCENTRADOS EN POLVO,YA,Part. de Vtas Unds - CATEGORIA,27.1%,24.2%
T. EL SALVADOR,CONCENTRADOS EN POLVO,ZUKO,Part. de Vtas Unds - CATEGORIA,17.1%,19.5%
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas Valor,"$4,392,415","$4,488,702"
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,CLIGHT,Vtas Valor,"$340,386","$413,677"
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,O.MARCAS,Vtas Valor,"$331,869","$340,463"
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,TANG,Vtas Valor,"$1,112,628","$1,143,540"
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,YA,Vtas Valor,"$1,016,472","$930,702"
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,ZUKO,Vtas Valor,"$715,420","$761,121"
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas (MULTI),"25,435,858","23,062,458"
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,CLIGHT,Vtas (MULTI),"819,311","1,007,220"
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,O.MARCAS,Vtas (MULTI),"514,009","488,954"
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,TANG,Vtas (MULTI),"7,531,206","6,945,737"
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,YA,Vtas (MULTI),"7,573,576","6,224,691"
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,ZUKO,Vtas (MULTI),"2,467,803","2,489,752"
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas Unds,"12,567,416","11,524,623"
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,CLIGHT,Vtas Unds,"409,656","503,610"
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,O.MARCAS,Vtas Unds,"228,382","224,338"
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,TANG,Vtas Unds,"3,765,609","3,472,869"
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,YA,Vtas Unds,"3,489,453","2,894,592"
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,ZUKO,Vtas Unds,"2,467,291","2,442,182"
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,CLIGHT,Part. de Vtas Valor - CATEGORIA,7.7%,9.2%
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,O.MARCAS,Part. de Vtas Valor - CATEGORIA,7.6%,7.6%
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,TANG,Part. de Vtas Valor - CATEGORIA,25.3%,25.5%
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,YA,Part. de Vtas Valor - CATEGORIA,23.1%,20.7%
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,ZUKO,Part. de Vtas Valor - CATEGORIA,16.3%,17.0%
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,CLIGHT,Part. de Vtas (MULTI) - CATEGORIA,3.2%,4.4%
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,O.MARCAS,Part. de Vtas (MULTI) - CATEGORIA,2.0%,2.1%
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,TANG,Part. de Vtas (MULTI) - CATEGORIA,29.6%,30.1%
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,YA,Part. de Vtas (MULTI) - CATEGORIA,29.8%,27.0%
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,ZUKO,Part. de Vtas (MULTI) - CATEGORIA,9.7%,10.8%
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,CLIGHT,Part. de Vtas Unds - CATEGORIA,3.3%,4.4%
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,O.MARCAS,Part. de Vtas Unds - CATEGORIA,1.8%,1.9%
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,TANG,Part. de Vtas Unds - CATEGORIA,30.0%,30.1%
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,YA,Part. de Vtas Unds - CATEGORIA,27.8%,25.1%
T. EL SALVADOR AUTOSERVICIOS,CONCENTRADOS EN POLVO,ZUKO,Part. de Vtas Unds - CATEGORIA,19.6%,21.2%
T. EL SALVADOR TRADIC.,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas Valor,"$2,749,998","$2,624,065"
